Person_ID,Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,RawScore,DecileScore
64620,Female,Native American,Pretrial,Jail Inmate,Single,-4.02,1
64620,Female,Native American,Pretrial,Jail Inmate,Single,-2.4,1
64620,Female,Native American,Pretrial,Jail Inmate,Single,11.0,1
64631,Male,African-American,Pretrial,Jail Inmate,Significant Other,-2.38,3
64631,Male,African-American,Pretrial,Jail Inmate,Significant Other,-0.61,4
64631,Male,African-American,Pretrial,Jail Inmate,Significant Other,14.0,1
10621,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.84,2
10621,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.42,5
10621,Male,Caucasian,Pretrial,Jail Inmate,Single,20.0,3
1104,Male,African-American,Pretrial,Jail Inmate,Single,-1.11,8
1104,Male,African-American,Pretrial,Jail Inmate,Single,0.29,8
1104,Male,African-American,Pretrial,Jail Inmate,Single,29.0,8
7167,Male,African-American,Pretrial,Jail Inmate,Single,-2.11,4
7167,Male,African-American,Pretrial,Jail Inmate,Single,-0.3,6
7167,Male,African-American,Pretrial,Jail Inmate,Single,27.0,7
64623,Male,African-American,Pretrial,Jail Inmate,Single,-1.54,6
64623,Male,African-American,Pretrial,Jail Inmate,Single,0.23,8
64623,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
64628,Male,Hispanic,Pretrial,Jail Inmate,Single,-2.93,2
64628,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.26,2
64628,Male,Hispanic,Pretrial,Jail Inmate,Single,18.0,3
64618,Male,African-American,Pretrial,Jail Inmate,Single,-3.54,1
64618,Male,African-American,Pretrial,Jail Inmate,Single,-1.54,1
64618,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
64646,Female,Caucasian,Pretrial,Jail Inmate,Single,-3.71,1
64646,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.08,1
64646,Female,Caucasian,Pretrial,Jail Inmate,Single,16.0,2
45781,Male,Hispanic,Post Sentence,Probation,Single,-1.91,5
45781,Male,Hispanic,Post Sentence,Probation,Single,0.62,10
45781,Male,Hispanic,Post Sentence,Probation,Single,28.0,8
64650,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,-2.83,2
64650,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,-0.25,6
64650,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,21.0,4
64634,Male,African-American,Pretrial,Jail Inmate,Single,-1.01,8
64634,Male,African-American,Pretrial,Jail Inmate,Single,-0.28,6
64634,Male,African-American,Pretrial,Jail Inmate,Single,27.0,7
63996,Female,Caucasian,Post Sentence,Probation,Single,-0.27,10
63996,Female,Caucasian,Post Sentence,Probation,Single,1.52,10
63996,Female,Caucasian,Post Sentence,Probation,Single,42.0,10
64639,Female,African-American,Pretrial,Jail Inmate,Single,-1.22,8
64639,Female,African-American,Pretrial,Jail Inmate,Single,0.05,8
64639,Female,African-American,Pretrial,Jail Inmate,Single,14.0,1
22383,Male,African-American,Pretrial,Jail Inmate,Single,-2.21,4
22383,Male,African-American,Pretrial,Jail Inmate,Single,-0.45,5
22383,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
64652,Female,Hispanic,Other,Probation,Separated,-3.04,1
64652,Female,Hispanic,Other,Probation,Separated,-1.03,3
64652,Female,Hispanic,Other,Probation,Separated,16.0,2
64636,Female,Other,Pretrial,Jail Inmate,Separated,-4.25,1
64636,Female,Other,Pretrial,Jail Inmate,Separated,-2.65,1
64636,Female,Other,Pretrial,Jail Inmate,Separated,11.0,1
19514,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.11,1
19514,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.52,1
19514,Male,Caucasian,Pretrial,Jail Inmate,Single,17.0,2
64648,Male,Hispanic,Post Sentence,Probation,Separated,-2.7,2
64648,Male,Hispanic,Post Sentence,Probation,Separated,-1.1,2
64648,Male,Hispanic,Post Sentence,Probation,Separated,12.0,1
64644,Female,Hispanic,Pretrial,Jail Inmate,Separated,-2.78,2
64644,Female,Hispanic,Pretrial,Jail Inmate,Separated,-1.25,3
64644,Female,Hispanic,Pretrial,Jail Inmate,Separated,11.0,1
64641,Male,African-American,Pretrial,Jail Inmate,Single,-2.36,3
64641,Male,African-American,Pretrial,Jail Inmate,Single,-1.17,2
64641,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
49532,Male,African-American,Post Sentence,Probation,Single,-1.65,6
49532,Male,African-American,Post Sentence,Probation,Single,-0.01,7
49532,Male,African-American,Post Sentence,Probation,Single,16.0,2
64632,Male,Caucasian,Pretrial,Jail Inmate,Married,-3.91,1
64632,Male,Caucasian,Pretrial,Jail Inmate,Married,-1.98,1
64632,Male,Caucasian,Pretrial,Jail Inmate,Married,14.0,1
43447,Male,African-American,Pretrial,Pretrial Defendant,Single,-2.07,4
43447,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.4,5
43447,Male,African-American,Pretrial,Pretrial Defendant,Single,21.0,4
64637,Male,Hispanic,Pretrial,Jail Inmate,Single,-2.38,3
64637,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.91,3
64637,Male,Hispanic,Pretrial,Jail Inmate,Single,18.0,3
64635,Male,African-American,Pretrial,Jail Inmate,Married,-2.84,2
64635,Male,African-American,Pretrial,Jail Inmate,Married,-1.77,1
64635,Male,African-American,Pretrial,Jail Inmate,Married,15.0,1
64642,Male,African-American,Pretrial,Jail Inmate,Single,-1.77,5
64642,Male,African-American,Pretrial,Jail Inmate,Single,-0.62,4
64642,Male,African-American,Pretrial,Jail Inmate,Single,16.0,2
64643,Female,African-American,Pretrial,Jail Inmate,Single,-2.47,3
64643,Female,African-American,Pretrial,Jail Inmate,Single,-0.65,5
64643,Female,African-American,Pretrial,Jail Inmate,Single,15.0,1
49641,Male,Caucasian,Post Sentence,Probation,Divorced,-3.45,1
49641,Male,Caucasian,Post Sentence,Probation,Divorced,-2.11,1
49641,Male,Caucasian,Post Sentence,Probation,Divorced,27.0,7
35842,Male,Caucasian,Post Sentence,Probation,Single,-2.22,4
35842,Male,Caucasian,Post Sentence,Probation,Single,-0.69,4
35842,Male,Caucasian,Post Sentence,Probation,Single,17.0,2
64638,Male,Caucasian,Pretrial,Jail Inmate,Married,-2.78,2
64638,Male,Caucasian,Pretrial,Jail Inmate,Married,-1.41,1
64638,Male,Caucasian,Pretrial,Jail Inmate,Married,13.0,1
64651,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-3.39,1
64651,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-1.61,1
64651,Male,Hispanic,Pretrial,Pretrial Defendant,Single,17.0,2
64645,Male,Caucasian,Pretrial,Jail Inmate,Married,-2.07,4
64645,Male,Caucasian,Pretrial,Jail Inmate,Married,-0.06,7
64645,Male,Caucasian,Pretrial,Jail Inmate,Married,18.0,3
64647,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-4.11,1
64647,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.31,1
64647,Male,Caucasian,Pretrial,Pretrial Defendant,Single,15.0,1
64633,Male,Arabic,Pretrial,Jail Inmate,Single,-2.58,2
64633,Male,Arabic,Pretrial,Jail Inmate,Single,-0.42,5
64633,Male,Arabic,Pretrial,Jail Inmate,Single,12.0,1
55401,Male,Caucasian,Post Sentence,Probation,Single,-1.95,5
55401,Male,Caucasian,Post Sentence,Probation,Single,0.84,10
55401,Male,Caucasian,Post Sentence,Probation,Single,33.0,9
64640,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.67,6
64640,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.51,5
64640,Male,Caucasian,Pretrial,Jail Inmate,Single,11.0,1
49338,Female,Caucasian,Post Sentence,Probation,Single,-4.21,1
49338,Female,Caucasian,Post Sentence,Probation,Single,-2.22,1
49338,Female,Caucasian,Post Sentence,Probation,Single,17.0,2
38838,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.66,9
38838,Male,African-American,Pretrial,Pretrial Defendant,Single,0.92,10
38838,Male,African-American,Pretrial,Pretrial Defendant,Single,21.0,4
50955,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.46,1
50955,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.4,1
50955,Male,Caucasian,Pretrial,Pretrial Defendant,Single,15.0,1
64341,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.8,5
64341,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.41,5
64341,Male,Caucasian,Pretrial,Pretrial Defendant,Single,25.0,6
64667,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-4.02,1
64667,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.48,1
64667,Male,Caucasian,Pretrial,Pretrial Defendant,Single,15.0,1
64663,Male,African-American,Pretrial,Jail Inmate,Divorced,-3.44,1
64663,Male,African-American,Pretrial,Jail Inmate,Divorced,-2.48,1
64663,Male,African-American,Pretrial,Jail Inmate,Divorced,14.0,1
64669,Male,African-American,Post Sentence,Probation,Single,-0.44,10
64669,Male,African-American,Post Sentence,Probation,Single,0.88,10
64669,Male,African-American,Post Sentence,Probation,Single,25.0,5
64657,Female,African-American,Pretrial,Jail Inmate,Married,-3.48,1
64657,Female,African-American,Pretrial,Jail Inmate,Married,-1.68,1
64657,Female,African-American,Pretrial,Jail Inmate,Married,16.0,2
64655,Female,African-American,Pretrial,Jail Inmate,Single,-2.97,1
64655,Female,African-American,Pretrial,Jail Inmate,Single,-1.5,2
64655,Female,African-American,Pretrial,Jail Inmate,Single,13.0,1
64656,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.44,3
64656,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.81,3
64656,Male,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
64659,Female,African-American,Pretrial,Pretrial Defendant,Single,-2.31,3
64659,Female,African-American,Pretrial,Pretrial Defendant,Single,-0.86,4
64659,Female,African-American,Pretrial,Pretrial Defendant,Single,17.0,2
64661,Female,Other,Pretrial,Jail Inmate,Married,-2.01,4
64661,Female,Other,Pretrial,Jail Inmate,Married,-0.28,7
64661,Female,Other,Pretrial,Jail Inmate,Married,18.0,3
64664,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.93,5
64664,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.77,3
64664,Male,African-American,Pretrial,Pretrial Defendant,Single,17.0,2
64658,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.32,3
64658,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.8,3
64658,Male,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
64668,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.98,1
64668,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.6,1
64668,Male,Caucasian,Pretrial,Pretrial Defendant,Single,26.0,7
64576,Female,African-American,Pretrial,Jail Inmate,Single,-1.82,5
64576,Female,African-American,Pretrial,Jail Inmate,Single,-0.57,6
64576,Female,African-American,Pretrial,Jail Inmate,Single,15.0,1
64665,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.79,9
64665,Male,Caucasian,Pretrial,Pretrial Defendant,Single,0.7,10
64665,Male,Caucasian,Pretrial,Pretrial Defendant,Single,19.0,3
2708,Female,Caucasian,Post Sentence,Probation,Single,-2.14,4
2708,Female,Caucasian,Post Sentence,Probation,Single,-0.23,7
2708,Female,Caucasian,Post Sentence,Probation,Single,25.0,7
64662,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.12,4
64662,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.22,2
64662,Male,Caucasian,Pretrial,Jail Inmate,Single,11.0,1
64660,Male,Caucasian,Pretrial,Jail Inmate,Married,-2.74,2
64660,Male,Caucasian,Pretrial,Jail Inmate,Married,-1.4,1
64660,Male,Caucasian,Pretrial,Jail Inmate,Married,16.0,2
64677,Male,African-American,Pretrial,Jail Inmate,Single,-1.26,7
64677,Male,African-American,Pretrial,Jail Inmate,Single,-0.37,5
64677,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
64688,Male,Hispanic,Post Sentence,Probation,Married,-4.2,1
64688,Male,Hispanic,Post Sentence,Probation,Married,-2.2,1
64688,Male,Hispanic,Post Sentence,Probation,Married,13.0,1
64680,Male,African-American,Pretrial,Jail Inmate,Single,-3.06,1
64680,Male,African-American,Pretrial,Jail Inmate,Single,-0.42,5
64680,Male,African-American,Pretrial,Jail Inmate,Single,29.0,8
64672,Male,Other,Pretrial,Jail Inmate,Married,-2.11,4
64672,Male,Other,Pretrial,Jail Inmate,Married,-1.04,2
64672,Male,Other,Pretrial,Jail Inmate,Married,13.0,1
64696,Male,African-American,Post Sentence,Probation,Single,-1.69,6
64696,Male,African-American,Post Sentence,Probation,Single,-0.03,6
64696,Male,African-American,Post Sentence,Probation,Single,24.0,5
62567,Female,Caucasian,Post Sentence,Probation,Married,-3.12,1
62567,Female,Caucasian,Post Sentence,Probation,Married,-1.15,3
62567,Female,Caucasian,Post Sentence,Probation,Married,15.0,1
44216,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-3.52,1
44216,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-1.17,2
44216,Male,Hispanic,Pretrial,Pretrial Defendant,Single,18.0,3
64671,Female,African-American,Pretrial,Jail Inmate,Single,-3.21,1
64671,Female,African-American,Pretrial,Jail Inmate,Single,-2.17,1
64671,Female,African-American,Pretrial,Jail Inmate,Single,14.0,1
64675,Male,Caucasian,Pretrial,Jail Inmate,Married,-2.76,2
64675,Male,Caucasian,Pretrial,Jail Inmate,Married,-0.45,5
64675,Male,Caucasian,Pretrial,Jail Inmate,Married,19.0,3
64694,Male,Caucasian,Post Sentence,Probation,Divorced,-2.66,2
64694,Male,Caucasian,Post Sentence,Probation,Divorced,-0.58,4
64694,Male,Caucasian,Post Sentence,Probation,Divorced,17.0,2
64679,Female,African-American,Pretrial,Jail Inmate,Single,-2.5,3
64679,Female,African-American,Pretrial,Jail Inmate,Single,-0.68,5
64679,Female,African-American,Pretrial,Jail Inmate,Single,13.0,1
64686,Male,African-American,Pretrial,Pretrial Defendant,Single,-2.5,3
64686,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.17,2
64686,Male,African-American,Pretrial,Pretrial Defendant,Single,19.0,3
24326,Male,African-American,Pretrial,Jail Inmate,Single,-2.33,3
24326,Male,African-American,Pretrial,Jail Inmate,Single,-0.94,3
24326,Male,African-American,Pretrial,Jail Inmate,Single,23.0,5
64674,Female,Other,Pretrial,Jail Inmate,Single,-2.36,3
64674,Female,Other,Pretrial,Jail Inmate,Single,-0.91,4
64674,Female,Other,Pretrial,Jail Inmate,Single,13.0,1
64678,Male,African-American,Pretrial,Jail Inmate,Significant Other,-2.53,3
64678,Male,African-American,Pretrial,Jail Inmate,Significant Other,0.23,8
64678,Male,African-American,Pretrial,Jail Inmate,Significant Other,20.0,3
64687,Male,Hispanic,Post Sentence,Probation,Divorced,-3.89,1
64687,Male,Hispanic,Post Sentence,Probation,Divorced,-1.82,1
64687,Male,Hispanic,Post Sentence,Probation,Divorced,15.0,1
23734,Male,African-American,Post Sentence,Probation,Single,-0.63,9
23734,Male,African-American,Post Sentence,Probation,Single,0.68,10
23734,Male,African-American,Post Sentence,Probation,Single,19.0,3
64670,Male,African-American,Pretrial,Jail Inmate,Single,-0.34,10
64670,Male,African-American,Pretrial,Jail Inmate,Single,1.06,10
64670,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
64676,Male,Caucasian,Pretrial,Jail Inmate,Married,-3.56,1
64676,Male,Caucasian,Pretrial,Jail Inmate,Married,-1.29,2
64676,Male,Caucasian,Pretrial,Jail Inmate,Married,17.0,2
64682,Male,African-American,Other,Probation,Single,-3.37,1
64682,Male,African-American,Other,Probation,Single,-1.07,2
64682,Male,African-American,Other,Probation,Single,18.0,3
17083,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.52,10
17083,Male,Caucasian,Pretrial,Pretrial Defendant,Single,0.53,9
17083,Male,Caucasian,Pretrial,Pretrial Defendant,Single,17.0,2
64692,Female,African-American,Other,Probation,Single,-2.44,3
64692,Female,African-American,Other,Probation,Single,-1.05,3
64692,Female,African-American,Other,Probation,Single,13.0,1
64681,Male,African-American,Pretrial,Jail Inmate,Single,-0.99,9
64681,Male,African-American,Pretrial,Jail Inmate,Single,-0.08,7
64681,Male,African-American,Pretrial,Jail Inmate,Single,21.0,4
64684,Male,Hispanic,Post Sentence,Probation,Married,-2.82,2
64684,Male,Hispanic,Post Sentence,Probation,Married,-1.14,2
64684,Male,Hispanic,Post Sentence,Probation,Married,13.0,1
64673,Male,Oriental,Pretrial,Jail Inmate,Single,-1.05,8
64673,Male,Oriental,Pretrial,Jail Inmate,Single,0.68,10
64673,Male,Oriental,Pretrial,Jail Inmate,Single,25.0,6
56119,Male,Native American,Pretrial,Jail Inmate,Separated,-2.39,3
56119,Male,Native American,Pretrial,Jail Inmate,Separated,-0.22,6
56119,Male,Native American,Pretrial,Jail Inmate,Separated,21.0,4
64712,Male,Hispanic,Other,Probation,Married,-3.44,1
64712,Male,Hispanic,Other,Probation,Married,-1.3,2
64712,Male,Hispanic,Other,Probation,Married,16.0,2
64701,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.03,1
64701,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.77,3
64701,Male,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
64703,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.28,1
64703,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.75,1
64703,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
64708,Female,African-American,Pretrial,Jail Inmate,Single,-1.95,5
64708,Female,African-American,Pretrial,Jail Inmate,Single,-0.96,4
64708,Female,African-American,Pretrial,Jail Inmate,Single,13.0,1
64697,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.2,4
64697,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.82,3
64697,Male,Caucasian,Pretrial,Jail Inmate,Single,16.0,2
64710,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-3.42,1
64710,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-0.35,5
64710,Male,Caucasian,Pretrial,Pretrial Defendant,Married,15.0,1
52386,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.27,3
52386,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.22,6
52386,Male,Caucasian,Pretrial,Pretrial Defendant,Single,29.0,8
64714,Male,Hispanic,Other,Probation,Married,-3.65,1
64714,Male,Hispanic,Other,Probation,Married,-1.86,1
64714,Male,Hispanic,Other,Probation,Married,12.0,1
64699,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.5,1
64699,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.96,1
64699,Male,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
64706,Male,African-American,Pretrial,Jail Inmate,Single,-2.1,4
64706,Male,African-American,Pretrial,Jail Inmate,Single,-0.14,6
64706,Male,African-American,Pretrial,Jail Inmate,Single,16.0,2
64711,Male,Arabic,Post Sentence,Probation,Single,-1.35,7
64711,Male,Arabic,Post Sentence,Probation,Single,0.46,9
64711,Male,Arabic,Post Sentence,Probation,Single,36.0,10
64438,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.38,1
64438,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.35,2
64438,Male,Caucasian,Pretrial,Pretrial Defendant,Single,30.0,8
64705,Female,Caucasian,Pretrial,Jail Inmate,Single,-3.07,1
64705,Female,Caucasian,Pretrial,Jail Inmate,Single,-1.59,2
64705,Female,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
64568,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-4.18,1
64568,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-2.5,1
64568,Male,Caucasian,Pretrial,Pretrial Defendant,Married,19.0,3
64715,Male,Caucasian,Post Sentence,Probation,Single,-1.9,5
64715,Male,Caucasian,Post Sentence,Probation,Single,0.75,10
64715,Male,Caucasian,Post Sentence,Probation,Single,16.0,2
64702,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.64,2
64702,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.05,2
64702,Male,Caucasian,Pretrial,Jail Inmate,Single,21.0,4
63646,Female,Caucasian,Post Sentence,Probation,Single,-1.58,6
63646,Female,Caucasian,Post Sentence,Probation,Single,0.15,8
63646,Female,Caucasian,Post Sentence,Probation,Single,30.0,8
64707,Male,African-American,Pretrial,Jail Inmate,Single,-2.0,4
64707,Male,African-American,Pretrial,Jail Inmate,Single,-0.95,3
64707,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
64709,Male,African-American,Pretrial,Jail Inmate,Single,-3.57,1
64709,Male,African-American,Pretrial,Jail Inmate,Single,-2.08,1
64709,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
64704,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.82,2
64704,Female,Caucasian,Pretrial,Jail Inmate,Single,-1.5,2
64704,Female,Caucasian,Pretrial,Jail Inmate,Single,20.0,4
64700,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.14,4
64700,Female,Caucasian,Pretrial,Jail Inmate,Single,-1.17,3
64700,Female,Caucasian,Pretrial,Jail Inmate,Single,14.0,1
64713,Male,African-American,Pretrial,Pretrial Defendant,Single,-3.25,1
64713,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.83,1
64713,Male,African-American,Pretrial,Pretrial Defendant,Single,16.0,2
64698,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.78,2
64698,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.2,6
64698,Male,Caucasian,Pretrial,Jail Inmate,Single,17.0,2
47859,Male,African-American,Pretrial,Pretrial Defendant,Single,-2.05,4
47859,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.12,7
47859,Male,African-American,Pretrial,Pretrial Defendant,Single,23.0,5
51099,Male,African-American,Pretrial,Jail Inmate,Single,-2.16,4
51099,Male,African-American,Pretrial,Jail Inmate,Single,-0.48,5
51099,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
64717,Male,African-American,Pretrial,Jail Inmate,Single,-2.72,2
64717,Male,African-American,Pretrial,Jail Inmate,Single,-1.36,2
64717,Male,African-American,Pretrial,Jail Inmate,Single,14.0,1
64739,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-3.43,1
64739,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-1.84,1
64739,Female,Caucasian,Pretrial,Pretrial Defendant,Single,14.0,1
8441,Male,African-American,Post Sentence,Probation,Single,-1.65,6
8441,Male,African-American,Post Sentence,Probation,Single,0.29,8
8441,Male,African-American,Post Sentence,Probation,Single,32.0,9
64720,Male,Caucasian,Pretrial,Jail Inmate,Married,-2.11,4
64720,Male,Caucasian,Pretrial,Jail Inmate,Married,-0.27,6
64720,Male,Caucasian,Pretrial,Jail Inmate,Married,19.0,3
64725,Female,African-American,Pretrial,Pretrial Defendant,Single,-3.42,1
64725,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.96,1
64725,Female,African-American,Pretrial,Pretrial Defendant,Single,15.0,1
64722,Male,African-American,Pretrial,Jail Inmate,Single,-3.42,1
64722,Male,African-American,Pretrial,Jail Inmate,Single,-0.76,3
64722,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
64727,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.97,5
64727,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.34,5
64727,Male,Caucasian,Pretrial,Pretrial Defendant,Single,41.0,10
64736,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.54,1
64736,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.07,1
64736,Male,Caucasian,Pretrial,Pretrial Defendant,Single,13.0,1
64718,Male,African-American,Pretrial,Jail Inmate,Single,-1.97,5
64718,Male,African-American,Pretrial,Jail Inmate,Single,-0.57,4
64718,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
64721,Male,African-American,Pretrial,Jail Inmate,Single,-1.65,6
64721,Male,African-American,Pretrial,Jail Inmate,Single,0.46,9
64721,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
64724,Male,African-American,Post Sentence,Probation,Single,-2.56,2
64724,Male,African-American,Post Sentence,Probation,Single,-0.81,3
64724,Male,African-American,Post Sentence,Probation,Single,26.0,6
64726,Male,African-American,Post Sentence,Probation,Single,-3.88,1
64726,Male,African-American,Post Sentence,Probation,Single,-1.7,1
64726,Male,African-American,Post Sentence,Probation,Single,18.0,3
64737,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.32,10
64737,Male,African-American,Pretrial,Pretrial Defendant,Single,0.68,10
64737,Male,African-American,Pretrial,Pretrial Defendant,Single,15.0,1
64723,Female,Asian,Pretrial,Jail Inmate,Single,-3.85,1
64723,Female,Asian,Pretrial,Jail Inmate,Single,-2.26,1
64723,Female,Asian,Pretrial,Jail Inmate,Single,14.0,1
64738,Male,Hispanic,Post Sentence,Probation,Single,-2.08,4
64738,Male,Hispanic,Post Sentence,Probation,Single,-0.23,6
64738,Male,Hispanic,Post Sentence,Probation,Single,27.0,7
32147,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.1,4
32147,Female,Caucasian,Pretrial,Jail Inmate,Single,0.51,10
32147,Female,Caucasian,Pretrial,Jail Inmate,Single,25.0,7
64733,Male,Caucasian,Post Sentence,Probation,Married,-3.76,1
64733,Male,Caucasian,Post Sentence,Probation,Married,-1.59,1
64733,Male,Caucasian,Post Sentence,Probation,Married,17.0,2
64719,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.33,1
64719,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.52,1
64719,Male,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
37392,Male,African-American,Pretrial,Jail Inmate,Married,-1.53,6
37392,Male,African-American,Pretrial,Jail Inmate,Married,0.72,10
37392,Male,African-American,Pretrial,Jail Inmate,Married,28.0,8
64745,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.69,6
64745,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.39,5
64745,Male,Caucasian,Pretrial,Jail Inmate,Single,14.0,1
43425,Male,African-American,Pretrial,Jail Inmate,Significant Other,-2.89,2
43425,Male,African-American,Pretrial,Jail Inmate,Significant Other,-0.09,7
43425,Male,African-American,Pretrial,Jail Inmate,Significant Other,24.0,6
64748,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.82,1
64748,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.93,1
64748,Male,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
64742,Male,African-American,Pretrial,Jail Inmate,Single,-4.26,1
64742,Male,African-American,Pretrial,Jail Inmate,Single,-2.47,1
64742,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
64746,Male,African-American,Pretrial,Jail Inmate,Single,-2.05,4
64746,Male,African-American,Pretrial,Jail Inmate,Single,-0.33,5
64746,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
12387,Male,African-American,Pretrial,Jail Inmate,Single,-2.75,2
12387,Male,African-American,Pretrial,Jail Inmate,Single,-0.04,7
12387,Male,African-American,Pretrial,Jail Inmate,Single,20.0,3
64743,Male,African-American,Pretrial,Jail Inmate,Single,-2.2,4
64743,Male,African-American,Pretrial,Jail Inmate,Single,-0.6,4
64743,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
64741,Male,African-American,Pretrial,Jail Inmate,Single,-3.21,1
64741,Male,African-American,Pretrial,Jail Inmate,Single,-0.98,3
64741,Male,African-American,Pretrial,Jail Inmate,Single,14.0,1
