Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
Mr. David Bailey,2004.0,17.0,Retired,07/07/1963,"Colorado Springs, CO",Male,Whitman College,Physical Science,Engineering Management,Captain,US Navy,1,4528,9,61.6,"STS 41-D (Discovery), STS 51-D (Discovery), STS 61-B (Atlantis)",,
Tina Mendez,,6.0,Management,04/04/1933,"Chicago, IL",Male,US Naval Postgraduate School,Biology,Aerospace Engineering,,US Navy,3,90,0,0.1,"STS-41 (Discovery), STS-53 (Discovery), STS-65 (Columbia), STS-88 (Endeavor)",08/11/1991,
Mark Alexander,1981.0,9.0,Retired,05/12/1952,Hong Kong,Male,US Military Academy; University of Virginia,Mechanical Engineering,No Major,Colonel,,1,3466,1,1.3,,,
Mr. Michael Holder,2004.0,16.0,Retired,02/20/1963,"Russellville, KY",Female,University of California at Los Angeles,Electrical Engineering,No Major,,US Air Force (Retired),3,815,0,0.3,Apollo 9,07/03/1998,
Leah Dalton,1977.0,7.0,Retired,01/17/1949,"San Francisco, CA",Male,Florida State University; US Naval Postgraduate School,Chemical Engineering,Solar Physics,Major,US Navy,2,4876,9,54.2,"STS-58 (Columbia). STS-86/89 (Atlantis/Endeavor), STS-112 (Atlantis), STS-127 (Endeavor)",,
Wendy Murphy,1975.0,6.0,Retired,06/02/1947,"Waltham, MA",Female,Vanderbilt University; University of Pennsylvania,Aeronautical Engineering,Aeronautical Engineering,Colonel,US Navy (Retired),4,1839,7,43.7,ISS-44/45 (Soyuz),,
Michael Carter,1959.0,2.0,Management,07/18/1921,"New York, NY",Male,University of California-Los Angeles,Engineering,Aeronautical & Astronautical Engineering,,,2,8,0,0.0,,,
Jason Short,1989.0,15.0,Retired,06/13/1945,"Mansfield, OH",Male,Pennsylvania State University; Air Force Institute of Technology; University of Houston-Clear Lake,Physics,Engineering Physics,Colonel,US Air Force (Retired),3,672,4,19.7,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,
Thomas Black,1981.0,12.0,Deceased,11/26/1954,"Haversford, PA",Male,Harvard University; MIT,Engineering Science,Business Administration,,,1,626,8,47.2,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",05/23/2000,
Anthony Frye,1982.0,8.0,Deceased,12/08/1950,"Lebanon, MO",Male,University of Houston; Texas Tech University,Aerospace Engineering,Business Administration,Major General,US Navy,1,513,9,59.7,"Mercury 4, Gemini 3, Apollo 1",,
John Hardin,1983.0,11.0,Retired,04/30/1947,"Beaumont, TX",Male,College of William & Mary; Eastern Virginia Medical School,Aerospace Engineering,No Major,,US Navy (Retired),1,445,8,50.1,"Gemini 8, Apollo 11",,
Timothy Bennett,1975.0,5.0,Deceased,09/03/1952,"Jefferson, IA",Male,Pennsylvania State University; US Naval Postgraduate School,Aerospace Engineering,Veterinary Medicine,Captain,US Air Force (Retired),5,160,0,0.0,STS-5 (Columbia),,
Dr. Holly Curry,1989.0,16.0,Retired,07/18/1950,"Jefferson, IA",Male,University of Southern California; US Naval Postgraduate School,Mechanical Engineering,Safety Engineering,,,1,808,1,0.9,"STS 41-C (Challenger), STS 61-C (Columbia), STS-26 (Discovery)",01/01/1994,
Kelly White,1966.0,,Active,10/07/1932,"San Francisco, CA",Male,University of Notre Dame; Troy State University; University of Florida; Air Force Institute of Technology,Applied Mathematics,Engineering Mechanics,,,5,200,0,0.8,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,
Richard James DDS,1978.0,14.0,Retired,01/26/1946,"Lynchburg, VA",Male,Stanford University,Philosophy,No Major,Captain,US Air Force (Retired),3,147,0,0.0,"STS-126 (Endeavor), ISS-49/50 (Soyuz)",,
Dustin Rodriguez,1999.0,14.0,Management,07/01/1954,"Russellville, KY",Male,Georgia Institute of Technology,Aerospace Engineering,No Major,Captain,US Air Force (Retired),4,239,0,0.3,"STS 51-D (Discovery), STS-40 (Columbia), STS-58 (Columbia)",,STS 51-L (Challenger)
Gary Wolfe,1997.0,16.0,Retired,02/20/1956,"Portland, IN",Male,University of California-San Diego; Stanford University,Electrical Engineering,Aerospace Science,Major General,US Air Force (Retired),3,5,0,0.1,"STS-28 (Columbia), STS-43 (Atlantis)",,
Rebecca Walker,1963.0,7.0,Retired,09/20/1931,"Chicago, IL",Male,US Naval Academy; US Naval Postgraduate School,Mechanical Engineering,No Major,,,1,55,3,10.6,"Gemini 12, Apollo 11",,
Brett Lee,1986.0,13.0,Retired,03/29/1956,"Pittsburgh, PA",Female,Princeton University,Aeronautical Engineering,Aviation Systems,Captain,,1,483,8,44.4,"STS-38 (Atlantis), STS-50 (Columbia), STS-64 (Discovery)",,
Katie Warren,1976.0,8.0,Active,04/23/1945,"Dallas, TX",Male,US Air Force Academy; Purdue University,Geology,Medicine,,US Navy (Retired),1,3956,10,66.9,"STS-8 (Challenger), STS 51-G (Discovery), STS-32 (Columbia), STS-49 (Endeavor)",,
Billy Foster,1990.0,14.0,Deceased,03/08/1958,"Cardiff, Wales",Male,US Naval Academy; University of Tennessee,Mechanical Engineering,Aeronautical Systems,,,3,660,0,0.2,STS-58 (Columbia),,
Michele Ellis,1989.0,,Retired,09/28/1958,"Lake City, SC",Female,Muskingum College,Mechanical Engineering,Physics,Colonel,,4,3337,8,49.8,"STS 61-B (Atlantis), STS-40 (Columbia)",,
Lindsay Hunt,1960.0,3.0,Retired,09/06/1923,"Crown Point, IN",Male,US Naval Academy; University of Tennessee-Knoxville,,Systems Management,Colonel,US Army (Retired),2,158,0,0.0,Apollo 7,,
Mrs. Melissa Adams,,16.0,Retired,05/04/1964,"Jefferson, IA",Male,University of California-Berkeley; University of New Mexico,Chemical Engineering,Astronomy,,,5,1698,6,33.0,Apollo 13,,
Andrew Martin,1986.0,14.0,Retired,07/15/1953,"Karnal, India",Male,US Naval Academy,Aeronautics & Astronautics,Physics,Colonel,,2,1133,1,3.7,"STS 41-D (Discovery), STS 61-C (Columbia), STS-31 (Discovery), STS-82 (Discovery), STS-93 (Columbia)",,
Yvonne Holloway,,4.0,Retired,01/01/1950,"Superior, WI",Male,California Institute of Technology,Physics & Mechanical Engineering,Physical Chemistry,Major,US Army,2,798,6,23.7,"STS-116/117 (Discovery/Atlantis), ISS-32/33 (Soyuz)",,
Victoria Mueller,1960.0,3.0,Retired,07/18/1921,"New York, NY",Male,Purdue University; University of Southern California,Chemistry,Astronautics,Commander,US Navy,1,179,4,15.5,"Gemini 7, Apollo 8",,
Danny Smith,1994.0,16.0,Active,05/25/1949,"Orange, CA",Male,Princeton University; Stanford University,Aerospace Engineering,Physics,Lieutenant Commander,US Navy,2,2157,0,0.0,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",11/01/1994,
Alec Anderson,,16.0,Retired,02/26/1955,"Dallas, TX",Male,US Military Academy; MIT,Mechanical Engineering,Aeronautical Engineering,,US Army (Retired),4,1803,3,13.6,,,
Timothy Smith,2001.0,19.0,Retired,06/20/1963,"Alta Vista, VA",Female,University of Minnesota,Electrical Engineering,Ceramic Engineering,,,3,306,10,64.8,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
Wesley Andrews,1997.0,16.0,Retired,03/11/1958,"Taipei, Taiwan",Male,Syracuse University; Marietta College; University of California-Los Angeles; University of Kentucky; University of Houston; Columbia University,Civil Engineering,Aeronautics & Astronautics,,US Air Force (Retired),3,1209,7,39.1,"STS 51-D (Discovery), STS-34 (Atlantis)",,
Jordan Medina,1990.0,11.0,Retired,08/20/1952,"LaCrosse, WI",Female,Lehigh University; MIT; Rutgers University,Aerospace Engineering,Aeronautical Systems,Brigadier General,US Marine Corps (Retired),1,248,1,1.9,"Gemini 8, Apollo 9, Apollo 15",,
Danielle Riley,1993.0,11.0,Retired,12/09/1959,"Hartford, CT",Male,Purdue University; University of Houston-Clear Lake,Naval Sciences,No Major,,,2,2609,0,0.2,"STS-44 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor), STS-101 (Atlantis), STS-102/105 (Discovery)",,
Cassidy Gonzalez,1967.0,5.0,Deceased,04/07/1936,"Groton, CT",Male,University of California-Berkeley; Colorado State University,Aerospace Engineering,Technology & Policy,,US Air Force (Retired),4,107,3,13.4,"Mercury 8, Gemini 6, Apollo 7",,
Terri Rodriguez,1974.0,10.0,Retired,08/12/1938,"Lincoln, IL",Male,US Air Force Academy,Physics,Physical Chemistry,,,2,2847,8,46.2,,,
Sarah Lee,1984.0,14.0,Retired,05/29/1947,"Weatherford, OK",Male,Cornell University; Stanford University,Computer Science,Aeronautical Engineering,Captain,US Navy,1,1120,1,1.5,"STS 51-A (Discovery), STS-30 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor)",,
Jacob Schaefer,1977.0,8.0,Retired,03/12/1946,"Philadelphia, PA",Male,University of Oklahoma,Applied Mathematics,Public Administration,,,1,2494,9,57.7,"STS-51 (Discovery), STS-68 (Endeavor), STS-77 (Endeavor), STS-108/111 (Endeavor)",04/14/1989,
Austin Wong,1978.0,10.0,Active,09/02/1944,"Chicago, IL",Male,University of Sydney; MIT,Mechanical Engineering,Chemical Engineering,,,3,3255,2,8.1,STS-129 (Atlantis),,
John Brandt,1982.0,,Deceased,07/06/1946,"Charlotte, NC",Male,Columbia University; MIT,Biology,No Major,Colonel,,3,1423,5,25.4,"Gemini 8, Apollo 9, Apollo 15",,
Dawn Hanson,2007.0,20.0,Active,05/17/1965,"Jiangxi, China",Male,Carnegie-Mellon University; US Naval Postgraduate School; MIT,Astronautical Engineering,Astrogeophysics,Captain,US Navy,1,170,0,0.0,"STS-56 (Discovery), STS-69 (Endeavor), STS-80 (Columbia), STS-98 (Atlantis), STS-111 (Endeavor)",11/25/2002,
Jordan Flynn,1975.0,9.0,Deceased,07/30/1946,"Viroqua, WI",Male,US Military Academy; University of Michigan,Aeronautical Engineering,Aeronautical Engineering,,,1,33,1,0.9,"STS-44 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor), STS-101 (Atlantis), STS-102/105 (Discovery)",,
Jay Lopez,1996.0,17.0,Retired,01/10/1967,"Crowborough, England",Male,University of Washington,Astronautical Engineering,Medicine,Captain,US Coast Guard (Retired),5,1411,1,4.2,"STS-5 (Columbia), STS 51-B (Challenger)",,
Jordan Gill,2006.0,20.0,Active,04/06/1967,"Statesville, NC",Male,US Military Academy; US Naval Postgraduate School; US Naval War College,Aerospace Engineering,Chemical Engineering,,,2,8183,2,6.7,"STS-28 (Columbia), STS-41 (Discovery), STS-50 (Columbia), STS-64 (Discovery)",11/18/2004,
Cynthia Craig,,15.0,Retired,06/10/1964,"Charles City, IA",Female,US Naval Academy; US Naval Postgraduate School,Aerospace Engineering,Ceramic Engineering,,,2,1379,1,3.6,"STS 28 (Columbia), STS-48 (Discovery)",,
Timothy Reed,1966.0,4.0,Management,05/15/1932,"Boston, MA",Male,Tarleton State University; Texas Woman’s University,Engineering Science,Computer Science,Captain,,6,1503,7,32.6,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,
Steven Graves,2006.0,,Active,11/23/1969,"Bronx, NY",Male,University of California-Berkeley; Colorado State University,Naval Sciences,Mechanical Engineering,,US Navy (Retired),2,7768,10,62.0,"STS-57 (Endeavor), STS-68 (Endeavor), STS-81 (Atlantis), STS-92 (Discovery)",,
Virginia Hardy,1989.0,12.0,Retired,06/04/1952,"Syracuse, NY",Male,US Military Academy; Georgia Institute of Technology,Astronautical Engineering,Astronomy,Captain,,3,151,3,9.3,,06/12/1991,
Micheal Hansen,1978.0,13.0,Active,12/15/1943,"Los Angeles, CA",Female,MIT,Applied Mathematics,No Major,,,3,1991,5,16.1,"STS-118 (Endeavor), STS-133 (Discovery)",,
Jason Brown,1995.0,18.0,Deceased,11/22/1964,"St. Paul, MN",Male,Southeast Missouri State; University of Missouri,Electrical Engineering,No Major,,US Air Force (Retired),2,225,5,23.0,"STS 41-D (Discovery), STS 61-C (Columbia), STS-31 (Discovery), STS-82 (Discovery), STS-93 (Columbia)",09/02/1994,
Scott Tucker,1963.0,3.0,Management,07/04/1927,"Columbus, OH",Male,Stanford University,Astronautical Engineering,Mechanical Engineering,,,1,855,1,1.9,STS-90 (Columbia),,
Christina Holmes,1993.0,14.0,Active,01/08/1953,"Chicago, IL",Female,Oregon State University; University of Arizona,Physics,Medicine,Colonel,US Air Force (Retired),2,670,1,1.0,,,
Timothy Sullivan,1974.0,7.0,Retired,11/19/1949,"Pittsburgh, PA",Male,US Air Force Academy; Purdue University,Aeronautical Engineering,Business Management,,,2,268,0,0.2,"STS-124/126 (Discovery/Endeavor), STS-134 (Endeavor)",08/28/1990,
Michael Murphy,1967.0,6.0,Retired,10/11/1945,"New York, NY",Male,State University of New York-Buffalo; Cornell University; University of Texas,Geology,No Major,,,2,921,0,0.0,STS 51-F (Challenger),,
Richard Williams,1992.0,12.0,Retired,05/08/1959,"Portland, IN",Male,Lehigh University; Georgetown University,Music,Medicine,Lieutenant General,US Army,2,1900,6,26.7,"STS-54 (Endeavor), STS-64 (Discovery), STS-78 (Columbia), STS-101 (Atlantis), STS-102/105 (Discovery)",,STS 51-L (Challenger)
Charles Montoya,1973.0,9.0,Active,04/07/1949,"Boston, MA",Female,MIT; Michigan State University,Mechanical Engineering,Aeronautical Engineering,Colonel,US Army (Retired),1,3215,8,49.9,"STS-37 (Atlantis), STS-56 (Discovery), STS-74 (Atlantis)",,
Mary Hudson,1994.0,14.0,Deceased,09/14/1951,"Morristown, NJ",Male,Tufts University; MIT,Military Engineering,Aeronautical Engineering,Colonel,,2,378,8,47.2,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,
Kristina Garcia,,11.0,Retired,08/05/1959,"Cooperstown, NY",Male,US Air Force Academy; Ohio State University; University of Colorado,Mechanical Engineering,Chemistry,Colonel,,2,1426,10,65.1,"STS-124 (Discovery), ISS-36/37 (Soyuz)",,
Stephanie Wolfe,2005.0,19.0,Retired,09/29/1970,"Cleveland, OH",Male,Punjab Engineering College; University of Texas-Arlington; University of Colorado,Aeronautical Engineering,Aeronautics & Astronautics,Colonel,,2,5873,3,14.4,"STS-44 (Atlantis), STS-55 (Columbia), STS-70 (Discovery), STS-78 (Columbia)",07/15/1998,
Jeffery Mcclure,1986.0,12.0,Retired,07/12/1959,"Cape Girardeau, MO",Male,Drexel University; University of Maryland,Business Economics,Aerospace Engineering Sciences,Commander,US Navy,2,1651,3,10.7,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,
Stephanie Pena,1974.0,11.0,Retired,04/23/1941,"Portland, OR",Female,State University of New York Maritime College; University of Tennessee-Knoxville,Industrial Management,Public Administration,,,1,1370,2,7.2,"STS-68 (Endeavor), STS-82 (Discovery), STS-103 (Discovery), STS-110 (Atlantis)",,
Candace Sherman,1982.0,12.0,Retired,03/08/1953,"Atlanta, GA",Male,University of Vermont; Johns Hopkins University,Mechanical Engineering,Aeronautical Systems,Captain,,2,498,9,55.2,"STS-9 (Columbia), STS 61-B (Atlantis), STS-28 (Columbia)",,
Shane Perez,1991.0,13.0,Retired,11/27/1953,"Detroit, MI",Male,Purdue University; Air Force Institute of Technology,Physics & Mathematics,Aviation Systems,Colonel,US Navy (Retired),2,55,0,0.0,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",,
Nicholas Hernandez,1970.0,6.0,Management,03/12/1943,"New York, NY",Male,University of Missouri-Rolla,Engineering,Aeronautical Engineering,Colonel,US Air Force,0,3702,10,62.7,"STS-43 (Atlantis), STS-52 (Columbia), STS-68 (Endeavor), STS-81 (Atlantis)",03/02/1999,
Allison Osborne,,,Retired,04/22/1970,"Newport, VT",Female,US Air Force Academy; Embry-Riddle Aeronautical University,Physics; English,No Major,,US Air Force (Retired),4,5463,6,32.3,STS-73 (Columbia),,STS-107 (Columbia)
Mark Rios,1993.0,17.0,Active,02/13/1960,"Hackensack, NJ",Female,Saint John’s University; Stanford University,Aerospace Engineering,Aeronautical Engineering,,,1,1551,0,0.0,STS-102 (Discovery),,
Leslie Morrison,1981.0,10.0,Deceased,12/18/1953,"Miami, FL",Male,Texas Technological College,Engineering Science,Mechanical Engineering,Captain,US Army (Retired),4,518,6,31.7,"STS-44 (Atlantis), STS-55 (Columbia), STS-70 (Discovery), STS-78 (Columbia)",08/29/1989,
Eric Baker,1997.0,13.0,Retired,02/25/1968,"Cambridge, OH",Male,San Diego State University; Stanford University,Physics,No Major,,US Navy (Retired),1,2054,7,33.9,"STS-124 (Discovery), ISS-27/28 (Soyuz)",,STS-107 (Columbia)
Theresa Walker,1999.0,17.0,Active,10/02/1958,"Springfield, MA",Male,US Air Force Academy; Purdue University,Ocean Engineering,Aeronautics & Astronautics,Lieutenant Colonel,US Navy (Retired),2,1477,0,0.0,STS-119 (Discovery),,
Thomas Knight,1986.0,15.0,Retired,06/03/1955,"Sluiskil, Netherlands",Male,Youngstown State University; University of Florida,Ecological Science,Engineering Management,Colonel,,4,2251,0,0.0,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",03/20/1991,
Sara Baker,2006.0,20.0,Retired,11/20/1968,"Yanktown, SD",Male,MIT,,No Major,Lieutenant Colonel,US Navy (Retired),0,302,9,60.6,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,
Sandra Giles,,16.0,Deceased,09/30/1960,"New York, NY",Male,US Naval Academy,Chemistry & Biology,Science & Technology Administration,,,0,4326,0,0.0,"STS-126 (Endeavor), ISS-49/50 (Soyuz)",,
Anita Singleton,1992.0,15.0,Active,04/02/1958,"Madrid, Spain",Male,US Naval Academy; US Naval Postgraduate School,Naval Sciences,Aviation Systems,Captain,US Air Force Reserves,2,2098,0,0.3,"STS-39 (Discovery), STS-49 (Endeavor), STS-65 (Columbia)",,
Kayla Perez,1970.0,4.0,Retired,12/29/1949,"Fayettesville, NC",Male,University of Idaho; University of Tennessee,Engineering,Aeronautics & Astronautics,Captain,US Navy (Retired),1,3750,2,6.0,Apollo 16,,
James Jones,2000.0,17.0,Deceased,07/10/1960,"Cocoa Beach, FL",Male,US Naval Academy; Stanford University; University of Houston-Clear Lake,Animal Nutrition,Mechanical  Engineering,Colonel,US Air Force (Retired),4,5711,6,34.8,"STS-66 (Atlantis), STS-82 (Discovery), STS-97 (Endeavor), STS-115 (Discovery)",,
Shane Carter,,9.0,Retired,07/23/1946,"Vancouver, WA",Male,Cornell University; Princeton University; University of Miami,Mechanical Engineering,No Major,Lieutenant Colonel,US Navy,4,1776,8,47.3,,11/22/1984,
Holly Johnson,1978.0,,Retired,09/18/1936,"Los Angeles, CA",Male,Harvey Mudd College; University of Washington,Mechanical Engineering,Aeronautical Systems,,,3,1503,1,1.5,"STS-63 (Discovery), STS-84 (Atlantis), STS-114 (Columbia), STS-93 (Discovery)",,
Gabriel Rose,1995.0,17.0,Retired,07/22/1959,"Lancaster, PA",Male,Case Western Reserve University; Cornell University,Physics,Aeronautics & Astronautics,,,0,2487,8,42.8,ISS-37/38 (Soyuz),,
Kimberly Brewer MD,1992.0,16.0,Retired,09/23/1943,"Buenos Aires, Argentina",Male,Air Force Institute of Technology,Astronautical Engineering,No Major,,US Navy (Retired),2,1032,2,6.3,STS 41-C (Challenger),10/03/1993,
Connie Kennedy,1966.0,7.0,Management,10/30/1932,"St. Francis, KS",Male,University of Adelaide,Physics & Engineering,Science & Technology Administration,Captain,,2,72,0,0.4,"STS-126 (Endeavor), STS-132 (Atlantis), STS-133 (Discovery)",,
Jonathan Hale,1968.0,4.0,Retired,01/25/1943,"Cleveland, OH",Male,US Air Force Academy; University of Southern California,Applied Mathematics,Physics,Lieutenant General,US Marine Corps Reserves,2,1973,1,1.5,"STS-2 (Columbia), STS 51-I (Discovery)",,
Patrick House,1981.0,15.0,Retired,10/28/1940,"Arcadia, CA",Female,Villanova University; University of Florida,Biology,No Major,,,1,1413,4,19.8,STS 51-F (Challenger),10/28/1995,
Joseph Bolton MD,1991.0,13.0,Retired,11/07/1952,"Temple, TX",Female,Purdue University; Queen’s University-Canada,Mathematics & Physics,Chemical Engineering,,,4,1686,0,0.1,"STS-7 (Challenger), STS 51-G (Discovery)",,
William Robinson,2009.0,20.0,Retired,01/24/1975,"San Jose, Costa Rica",Male,Purdue University,Geology,Medicine,,US Air Force (Retired),1,845,2,7.0,"STS-126 (Endeavor), STS-133 (Discovery)",,
Tasha Miller,2000.0,17.0,Retired,12/22/1964,"Macon, GA",Male,US Military Academy; US Air Force Institute of Technology,Engineering,Astronomy,Captain,US Air Force (Retired),1,386,0,0.0,,,Apollo 1
Mary Williams,1981.0,12.0,Active,12/04/1944,"San Diego, CA",Male,University of California-Berkeley; University of California-Santa Barbara,Physics,Physics,Commander,US Air Force,3,1943,9,60.1,STS 51-C (Discovery),,
Charles Conrad,1971.0,8.0,Retired,12/29/1935,"Long Beach, CA",Female,US Naval Academy; US Naval Postgraduate School; University of Southern California,Aerospace Engineering,No Major,Colonel,,1,1790,1,0.9,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,
Lynn Smith,,12.0,Retired,01/08/1949,"Cheverly, MD",Male,US Naval Academy; US Naval Postgraduate School,,Aeronautical Engineering,Captain,US Naval Reserves,3,1142,0,0.6,STS-119 (Discovery),11/18/1990,
James Wyatt,1974.0,10.0,Deceased,03/12/1945,"Statesville, NC",Male,Carnegie-Mellon University; University of Maryland,Engineering Physics,Mechanical Engineering,Captain,,5,332,2,5.7,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",,
Kyle Reyes,1990.0,15.0,Retired,06/22/1963,"Mineral Wells, TX",Male,University of California-Davis; Stanford University,Electrical Engineering,Computer Systems,Colonel,US Air Force (Retired),1,2887,8,48.7,STS 61-B (Atlantis),,
Bryan Jimenez,2000.0,19.0,Retired,11/06/1960,"Dayton, OH",Female,Harvard University; MIT,Astronomy,Physics,,,4,1191,0,0.9,Skylab 4,,
David Brown,2004.0,19.0,Deceased,12/05/1967,"Hampton, VA",Male,US Air Force Academy; Purdue University,Aeronautical Engineering,No Major,Captain,US Navy (Retired),3,1973,9,56.6,"STS-37 (Atlantis), STS-59 (Endeavor), STS-76 (Atlantis), STS-108 (Endeavor)",01/29/1997,
Margaret Graham,,13.0,Retired,01/13/1955,"Detroit, MI",Male,Polytechnic Institute of Brooklyn; George Washington University; Virginia Polytechnic Institute,Engineering,No Major,Colonel,US Air Force (Retired),2,93,0,0.2,"ISS-19/20 (Soyuz), STS-133 (Discovery)",,
Joel Hughes,1966.0,6.0,Retired,09/03/1937,"Minneapolis, MN",Male,US Coast Guard Academy; Embry-Riddle Aeronautical University,,Mechanical Engineering,Colonel,US Air Force (Retired),1,349,0,0.1,STS-128 (Discovery),,
Susan Ashley,1972.0,9.0,Retired,05/23/1934,"Detroit, MI",Male,US Naval Academy; Harvard University,Aerospace Engineering,Engineering,,US Air Force (Retired),4,349,2,6.1,"STS-118 (Endeavor), ISS-23/24 (Soyuz)",08/18/1984,
Leslie Barber,2007.0,19.0,Retired,06/06/1975,"Austin, TX",Male,MIT; University of Chicago,,Mechanical Engineering,,US Navy (Retired),1,1734,9,57.7,"STS-96 (Discovery), STS-107 (Columbia)",,
Sarah Fisher,1978.0,9.0,Active,07/14/1945,"San Diego, CA",Male,US Naval Academy; MIT,Electrical Engineering,Aeronautical Engineering,Captain,,1,556,0,0.0,"STS-67 (Endeavor), STS-86 (Atlantis), STS-91 (Discovery), STS-114 (Discovery)",,
Matthew Rose,1968.0,4.0,Deceased,06/28/1938,"Louisville, CO",Male,MIT,Electrical Engineering,Bioengineering,,US Air Force (Retired),3,513,0,0.2,STS-47 (Endeavor),,
Oscar Davis,1977.0,5.0,Retired,09/11/1940,"Columbus, OH",Male,University of Colorado; University of California Los Angeles,Chemical Engineering,Electrical Engineering,Colonel,US Marine Corps (Retired),4,1765,1,0.7,"STS-115 (Atlantis), STS-126 (Endeavor), STS-135 (Atlantis)",,
Christopher Solis,1969.0,7.0,Deceased,06/05/1935,"Sparta, WI",Male,US Air Force Academy; Stanford University,Engineering Mechanics,No Major,,,2,144,1,0.9,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,STS 51-L (Challenger)
Tiffany Doyle,,11.0,Retired,01/07/1940,"Syracuse, NY",Male,Kent State University; John Carroll University,Aerospace Engineering,Law,,,4,30,0,0.6,STS 41-G (Challenger),,
Christine Pacheco,1993.0,13.0,Management,09/17/1955,"Jamestown, ND",Female,Purdue University,Engineering Science,No Major,Colonel,,5,411,7,37.0,"STS-118 (Endeavor), ISS-23/24 (Soyuz)",,
Michael Duarte,1960.0,3.0,Management,12/10/1926,"Cincinnati, OH",Male,US Naval Academy; University of Maryland; US Naval Postgraduate School,Chemistry,No Major,Commander,US Air Force (Retired),2,132,9,58.6,"STS-50 (Columbia), STS-61 (Endeavor), STS-73 (Columbia), STS-82 (Discovery), STS-113 (Endeavor/Soyuz)",,
Jennifer Ford,1975.0,10.0,Retired,04/10/1950,"Seattle, WA",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,Aerospace Engineering,Astronautical Engineering,,,1,1757,9,57.2,"STS-102 (Discovery), STS-114 (Discovery)",,
Diana Cantu,1979.0,15.0,Management,01/30/1944,"Cambridge, OH",Male,Cornell University; Colorado State University,Physics,Aeronautical Systems,,,4,10,4,17.9,STS-40 (Columbia),,
Jeff Scott,1970.0,5.0,Retired,07/12/1938,"Boston, MA",Male,US Air Force Academy; University of Washington,Physics,No Major,Captain,US Army (Retired),1,69,5,20.4,"STS-127 (Endeavor), STS-135 (Atlantis)",01/03/1998,
Nathaniel Howard,1991.0,14.0,Retired,09/15/1958,"Louisville, CO",Male,MIT,Engineering Science,Aeronautical Science,Colonel,US Marine Corps (Retired),2,5509,7,37.1,"Gemini 8, Apollo 9, Apollo 15",,
Deborah Horton,1987.0,13.0,Retired,09/05/1950,"Macon, GA",Male,US Coast Guard Academy; Embry-Riddle Aeronautical University,Aeronautics & Astronautics,No Major,Captain,US Navy (Retired),4,277,3,10.0,,,
Charles Schneider,1971.0,5.0,Management,01/25/1935,"Scranton, PA",Male,State University of New York Maritime College; University of Tennessee-Knoxville,Mechanical Engineering,No Major,Colonel,US Air Force (Retired),2,28,0,0.8,STS-131 (Discovery),,Apollo 1
Tracy Moore,1983.0,12.0,Retired,06/04/1947,"Murfreesboro, TN",Male,Embry-Riddle University; Georgia Institute of Technology,Engineering Science,Aeronautics,Colonel,,3,3649,4,15.0,"STS-37 (Atlantis), STS-41 (Discovery), STS-52 (Columbia), ISS-01/STS-102 (Soyuz/Discovery)",,
Jessica Valdez,1965.0,5.0,Management,05/02/1927,"Philadelphia, PA",Male,University of Texas,Chemistry,Aerospace Engineering,,,1,797,9,60.9,"STS-29 (Discovery), STS-33 (Discovery), STS-43 (Atlantis), STS-58 (Columbia), STS-79/81 (Atlantis/Atlantis)",09/27/1986,
Nicolas Turner,1993.0,16.0,Active,03/22/1960,"Jacksonville, FL",Male,Purdue University,Aerospace Engineering,No Major,Colonel,US Navy (Retired),3,2225,2,6.2,STS 51-L (Challenger),,
Jose Walker,2000.0,18.0,Retired,08/29/1959,"Mobile, AL",Male,US Air Force Academy; Embry-Riddle Aeronautical University,Engineering Science,Medicine,,,3,3680,2,7.1,"STS-41 (Discovery), STS-49 (Endeavor)",,
