,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
130316,521253,112909,F,293744.62,718502400.0,2-HIGH,Clerk#000000418,0,"counts. regular, even "
130317,521254,7969,F,59785.1,787017600.0,3-MEDIUM,Clerk#000000473,0,tegrate fluffily unusual ideas. brave sheaves around th
130318,521255,117574,F,127068.15,733708800.0,3-MEDIUM,Clerk#000000280,0,r forges. silently unusua
130319,521280,105715,F,220078.45,719971200.0,3-MEDIUM,Clerk#000000558,0,ial hockey players. fluffily regular ideas boost along the blithely express 
130320,521281,587,O,221564.83,859680000.0,4-NOT SPECIFIED,Clerk#000000662,0,cial accounts snooze about the multipliers. furi
130321,521282,101207,O,101650.6,816393600.0,2-HIGH,Clerk#000000476,0,ons after the slyly ironic packages 
130322,521283,131539,F,170608.44,780278400.0,3-MEDIUM,Clerk#000000965,0,outs. accounts sleep fluffily slyly pending sentimen
130323,521284,55594,O,184871.92,815875200.0,4-NOT SPECIFIED,Clerk#000000550,0,ctions: furiously final requests cajole instructions. carefull
130324,521285,148190,O,17780.71,888019200.0,4-NOT SPECIFIED,Clerk#000001000,0,. blithely bold orbits are; bold requests thrash. furio
130325,521286,23800,O,119495.54,874800000.0,5-LOW,Clerk#000000957,0,"ely after the finally final packages. regular, express deposits h"
130326,521287,85120,O,237786.0,870566400.0,4-NOT SPECIFIED,Clerk#000000953,0,ts sleep carefully. regular sauternes wake furi
130327,521312,44618,O,279269.58,898128000.0,5-LOW,Clerk#000000449,0,ill have to cajole slyly within the quickly regular theodolites. blithely
130328,521313,28531,F,3038.4,778118400.0,4-NOT SPECIFIED,Clerk#000000584,0,tect about the bold accounts. daring warhorses integ
130329,521314,104026,F,368311.24,752976000.0,1-URGENT,Clerk#000000261,0,ual pinto beans wake furiously about the quickly spec
130330,521315,98510,F,167672.68,794361600.0,4-NOT SPECIFIED,Clerk#000000682,0,y final packages. blithely express foxe
130331,521316,96628,O,239048.75,867024000.0,5-LOW,Clerk#000000548,0,"e fluffily thin, unusual asymptotes"
130332,521317,123908,O,139447.64,900460800.0,4-NOT SPECIFIED,Clerk#000000778,0,he carefully regular requests. furiously regular epitaph
130333,521318,67363,O,100291.96,820972800.0,5-LOW,Clerk#000000844,0," sheaves. final, even pinto beans"
130334,521319,103507,O,155894.94,880848000.0,1-URGENT,Clerk#000000384,0,y about the fluffily re
130335,521344,73918,F,232856.91,784684800.0,4-NOT SPECIFIED,Clerk#000000286,0,bove the furiously special theodolites. fluffily final realms are slyly? theo
130336,521345,24385,O,151139.32,806284800.0,1-URGENT,Clerk#000000680,0,ily after the furiously even platelets. pending packages wake a
130337,521346,35611,F,69490.65,756604800.0,5-LOW,Clerk#000000223,0,lithely pending requests are! slyly ironic ins
130338,521347,10178,F,246373.3,720748800.0,1-URGENT,Clerk#000000387,0, instructions. even packages wake 
130339,521348,59578,O,221925.55,861753600.0,3-MEDIUM,Clerk#000000070,0,"phins! blithely final accounts according to the final, "
130340,521349,54526,P,155090.49,796262400.0,5-LOW,Clerk#000000505,0,"s are fluffily. special, express reque"
130341,521350,54022,O,185166.63,875404800.0,5-LOW,Clerk#000000717,0,ts among the carefully unusual accounts sleep across th
130342,521351,129826,F,75044.53,793065600.0,2-HIGH,Clerk#000000211,0,"ilently past the special accounts. even packages after the special, "
130343,521376,71000,O,52332.25,814233600.0,5-LOW,Clerk#000000455,0, across the slyly express instructi
130344,521377,31601,O,232564.56,880502400.0,3-MEDIUM,Clerk#000000691,0, ironic deposits thrash furiously slyly final deposit
130345,521378,103805,F,68657.06,727574400.0,3-MEDIUM,Clerk#000000472,0,n depths haggle carefull
130346,521379,138232,F,24804.83,757555200.0,2-HIGH,Clerk#000000894,0,uickly regular packages! blithely special instru
130347,521380,38098,O,200472.98,844041600.0,2-HIGH,Clerk#000000577,0,ajole above the carefully furious deposi
130348,521381,110833,O,59067.55,840844800.0,1-URGENT,Clerk#000000734,0,dependencies boost fluffily acco
130349,521382,68857,F,269416.94,753840000.0,4-NOT SPECIFIED,Clerk#000000030,0, the blithely regular dolphins.
130350,521383,4921,F,210401.32,756518400.0,2-HIGH,Clerk#000000730,0,n platelets affix blithely amon
130351,521408,44722,F,217382.31,766800000.0,1-URGENT,Clerk#000000860,0,eodolites. somas are before 
130352,521409,140294,F,220997.3,713404800.0,4-NOT SPECIFIED,Clerk#000000979,0,ate carefully slyly final packages. fluffily regular pa
130353,521410,55940,F,54536.89,748051200.0,4-NOT SPECIFIED,Clerk#000000943,0," dolphins nag after the ironic, final theodolites. special packages h"
130354,521411,127948,O,282454.76,843091200.0,3-MEDIUM,Clerk#000000158,0,tions are thinly ca
130355,521412,16159,F,206535.53,787104000.0,2-HIGH,Clerk#000000559,0,kages haggle slyly along the special 
130356,521413,52292,F,110710.27,714355200.0,1-URGENT,Clerk#000000800,0,"en accounts. final, pending ideas"
130357,521414,4909,O,65874.41,898732800.0,3-MEDIUM,Clerk#000000160,0,equests. bold frays around the pinto beans caj
130358,521415,131236,F,122439.73,726624000.0,1-URGENT,Clerk#000000785,0, accounts sleep furiously past the d
130359,521440,78817,O,260836.34,821145600.0,5-LOW,Clerk#000000246,0,eposits boost careful
130360,521441,5083,O,109815.5,816048000.0,2-HIGH,Clerk#000000844,0,counts. carefully even excuses haggle blithely. accounts wake slyly-- furi
130361,521442,61381,O,269977.06,901324800.0,1-URGENT,Clerk#000000425,0,ular theodolites above
130362,521443,48010,F,17077.95,744940800.0,1-URGENT,Clerk#000000915,0,ual pinto beans. carefully ironic packages are flu
130363,521444,27400,O,329292.72,820713600.0,1-URGENT,Clerk#000000787,0,efully ironic ideas. carefully express theodolites cajole dolphins. express
130364,521445,131276,F,78981.27,797212800.0,2-HIGH,Clerk#000000107,0,lithely fluffy packages sleep carefu
130365,521446,145262,O,226001.35,818726400.0,3-MEDIUM,Clerk#000000096,0,"regular, regular accounts dou"
130366,521447,17317,F,191261.36,718502400.0,2-HIGH,Clerk#000000797,0,fully express Tiresias play blithe
130367,521472,39205,F,234476.27,745977600.0,5-LOW,Clerk#000000429,0,cuses cajole closely about the bold foxes. silent packages alongsi
130368,521473,118411,O,250709.34,842918400.0,5-LOW,Clerk#000000754,0,to beans cajole daringly. furiously careful packages among t
130369,521474,62095,F,245055.61,789696000.0,3-MEDIUM,Clerk#000000619,0,"cuses are. unusual, regu"
130370,521475,70880,O,60718.84,850262400.0,3-MEDIUM,Clerk#000000592,0,grate. blithely express packages detect? slyly
130371,521476,130159,O,148385.42,871344000.0,1-URGENT,Clerk#000000253,0,ctions. quickly ironic requests na
130372,521477,129475,F,185370.53,717552000.0,3-MEDIUM,Clerk#000000008,0, fluffily. platelets above the ironic gifts cajole furiously ab
130373,521478,11383,O,139374.89,836265600.0,2-HIGH,Clerk#000000022,0,"escapades about the final, ironic theodolites "
130374,521479,60538,O,15855.85,844732800.0,5-LOW,Clerk#000000549,0,cajole pending courts. carefully bold foxes wake. quickly express ideas are s
130375,521504,128827,F,16983.43,757555200.0,2-HIGH,Clerk#000000762,0,"ans. fluffily final courts boost furiously. special, ironic theodolites are c"
130376,521505,76657,F,259363.75,784166400.0,4-NOT SPECIFIED,Clerk#000000457,0,ial ideas. even deposits haggle furiously.
130377,521506,11695,O,20169.16,859420800.0,1-URGENT,Clerk#000000629,0,iously. blithely regular ideas snooze
130378,521507,31246,O,163848.18,866851200.0,5-LOW,Clerk#000000572,0,ing to the sometimes regular courts nod blithel
130379,521508,130781,F,252342.38,728438400.0,1-URGENT,Clerk#000000786,0,"ular requests haggle blithely among the slyly even accounts. pending, final "
130380,521509,74315,O,353366.99,883440000.0,4-NOT SPECIFIED,Clerk#000000896,0,efully unusual platelets. blithely ironic f
130381,521510,99922,F,134863.54,780883200.0,3-MEDIUM,Clerk#000000502,0,ter the regular deposits boost after the carefully s
130382,521511,107620,F,31876.19,740102400.0,2-HIGH,Clerk#000000063,0,ly regular packages wak
130383,521536,68848,F,24827.13,758160000.0,4-NOT SPECIFIED,Clerk#000000581,0,ully ruthless reque
130384,521537,11797,O,235567.77,901324800.0,2-HIGH,Clerk#000000005,0,nusual asymptotes. furiously final dependencies about the regular theodolite
130385,521538,110575,O,126572.63,809827200.0,2-HIGH,Clerk#000000059,0,pendencies affix carefully. slyly pending deposits detect about the furiousl
130386,521539,83524,O,270767.5,863481600.0,5-LOW,Clerk#000000356,0, foxes. quickly ironic courts 
130387,521540,87518,O,227092.55,869356800.0,4-NOT SPECIFIED,Clerk#000000518,0,"s. unusual, regular platelets wa"
130388,521541,371,F,171955.59,757728000.0,2-HIGH,Clerk#000000889,0,"s. carefully special ideas haggle above the idle, silent deposits. even"
130389,521542,71935,F,150156.99,719712000.0,2-HIGH,Clerk#000000816,0,icingly pending accounts are blithely slyly ironic pla
130390,521543,128578,O,26204.1,885859200.0,4-NOT SPECIFIED,Clerk#000000411,0,arefully silent foxes
130391,521568,84286,O,284424.38,806976000.0,2-HIGH,Clerk#000000794,0, slyly bold foxes wake steal
130392,521569,116144,O,189316.71,880588800.0,1-URGENT,Clerk#000000373,0, are around the blithely sly pin
130393,521570,75952,O,69130.83,823219200.0,1-URGENT,Clerk#000000945,0,ular deposits according to the blithely regular packages use 
130394,521571,149191,O,151698.1,829785600.0,3-MEDIUM,Clerk#000000116,0,integrate slyly ironic 
130395,521572,36418,F,148548.79,699062400.0,5-LOW,Clerk#000000501,0,as. final accounts wake ironically quickly bold theodolites
130396,521573,52339,F,88590.51,780969600.0,5-LOW,Clerk#000000182,0,beans against the carefully final instructions cajole furiousl
130397,521574,43385,O,223609.58,882057600.0,1-URGENT,Clerk#000000043,0,slyly ironic deposits alo
130398,521575,6971,O,239327.27,850435200.0,2-HIGH,Clerk#000000729,0,ss the blithely even ideas us
130399,521600,5947,O,31460.11,835056000.0,3-MEDIUM,Clerk#000000747,0,ng packages. instructions wake furiously. quickly ironic escapades wake a
130400,521601,40072,O,49091.21,872812800.0,4-NOT SPECIFIED,Clerk#000000784,0,ly special deposits caj
130401,521602,109396,P,256619.53,797558400.0,4-NOT SPECIFIED,Clerk#000000318,0,foxes. ironic requests haggle along
130402,521603,43039,F,203862.17,736819200.0,1-URGENT,Clerk#000000039,0,sly brave instructions. theodolites wake ruthles
130403,521604,41362,O,149978.77,816480000.0,4-NOT SPECIFIED,Clerk#000000500,0, quickly regular pinto beans detect qu
130404,521605,37871,F,358825.21,719712000.0,3-MEDIUM,Clerk#000000973,0,ly special platelets. carefully expr
130405,521606,42859,O,277658.41,881107200.0,1-URGENT,Clerk#000000515,0,s sleep. fluffily regular accounts are about the furiou
130406,521607,28015,F,167560.66,718416000.0,5-LOW,Clerk#000000004,0,sias. pinto beans doze among
130407,521632,147031,F,174640.22,782179200.0,2-HIGH,Clerk#000000228,0,special ideas. stealthi
130408,521633,18143,O,201246.54,860630400.0,2-HIGH,Clerk#000000694,0,"ic, regular instructions haggle blithely: iro"
130409,521634,121499,O,205032.26,854323200.0,2-HIGH,Clerk#000000948,0,even theodolites. slyly unusual pinto beans use slyly.
130410,521635,77914,O,166638.29,879897600.0,4-NOT SPECIFIED,Clerk#000000285,0,"l, ironic packages dazzle care"
130411,521636,134063,F,29426.48,771292800.0,1-URGENT,Clerk#000000865,0,onic dependencies. s
130412,521637,34607,F,218206.67,744854400.0,2-HIGH,Clerk#000000830,0,ackages. requests wak
130413,521638,77905,F,1084.99,701568000.0,5-LOW,Clerk#000000314,0, wake according to the furiously ironic excuses. unusual deposits i
130414,521639,123160,O,109374.59,801446400.0,5-LOW,Clerk#000000831,0, the slyly final dugouts. blithely bold excuses sleep. ca
130415,521664,79490,O,199789.7,852163200.0,2-HIGH,Clerk#000000424,0,ts. unusual pinto beans c
130416,521665,74744,F,211458.87,724809600.0,3-MEDIUM,Clerk#000000851,0,"oze. excuses wake furiously. bold, unusual packages sleep abou"
130417,521666,116300,O,72110.21,895795200.0,2-HIGH,Clerk#000000207,0,regular requests. slyly pending de
130418,521667,137941,F,298375.73,766108800.0,3-MEDIUM,Clerk#000000760,0,deposits to the quickly silent requests nag bli
130419,521668,109990,O,272186.28,831168000.0,1-URGENT,Clerk#000000988,0,y final deposits sleep according to the fluffily final packages. ev
130420,521669,118978,F,201109.14,784425600.0,5-LOW,Clerk#000000945,0,ular accounts sleep carefully even t
130421,521670,6397,F,55002.56,720489600.0,3-MEDIUM,Clerk#000000794,0,ven accounts are slyly along the quickly even
130422,521671,103286,O,149463.4,851817600.0,1-URGENT,Clerk#000000046,0,"inal foxes. even, exp"
130423,521696,127528,F,175966.12,729388800.0,2-HIGH,Clerk#000000829,0,gle slyly regular pinto beans. ironic foxes cajole. fluffily regular i
130424,521697,129661,O,125395.82,837561600.0,1-URGENT,Clerk#000000624,0,ietly; slyly regular ideas around the carefully regular w
130425,521698,144181,F,48971.86,707702400.0,2-HIGH,Clerk#000000238,0,lly unusual packages haggle slyly packages. id
130426,521699,136331,F,204546.46,775526400.0,1-URGENT,Clerk#000000342,0,ep around the furiously
130427,521700,56455,F,252284.4,775353600.0,5-LOW,Clerk#000000021,0,re at the blithe ideas. ironic pinto beans wake quietly. unusual platelets 
130428,521701,68407,O,95893.0,822009600.0,2-HIGH,Clerk#000000620,0," the regular, bold Tiresias cajole fluffily quiet, special pack"
130429,521702,100601,O,51660.44,900028800.0,2-HIGH,Clerk#000000886,0,ronic excuses boost. packages wake accounts; accounts
130430,521703,145595,O,141129.99,897523200.0,3-MEDIUM,Clerk#000000224,0,y alongside of the carefully 
130431,521728,50242,F,105645.62,787363200.0,1-URGENT,Clerk#000000614,0,ut the final asymptotes. quickly ironic packages wake carefully requ
130432,521729,50725,F,42896.9,776476800.0,1-URGENT,Clerk#000000919,0,lently even packages. quickly final instructions haggle carefull
130433,521730,76007,O,243267.65,823651200.0,1-URGENT,Clerk#000000031,0,ncies. brave excuses wake permanently alongside of t
130434,521731,43471,F,18287.91,764985600.0,2-HIGH,Clerk#000000659,0,s around the furiously special accounts serve bold ideas. slyly final
130435,521732,87517,F,319805.48,728784000.0,5-LOW,Clerk#000000586,0,bold dependencies sleep boldly. unusual instructions sle
130436,521733,116860,F,82969.86,792547200.0,2-HIGH,Clerk#000000957,0,permanently even plat
130437,521734,110009,P,201943.85,793324800.0,5-LOW,Clerk#000000605,0,"nic accounts sleep packages. even, special packages w"
130438,521735,15490,O,186061.09,826070400.0,1-URGENT,Clerk#000000171,0,to beans along the carefully special dolphins haggle carefully abo
130439,521760,59083,F,255167.25,752457600.0,4-NOT SPECIFIED,Clerk#000000944,0,ions sleep carefully acros
130440,521761,140026,O,303674.65,829699200.0,1-URGENT,Clerk#000000685,0,"ress asymptotes cajole blithely even, spec"
130441,521762,47455,P,195118.95,795830400.0,5-LOW,Clerk#000000804,0,quiet pinto beans according to the
130442,521763,15905,F,143669.76,728697600.0,3-MEDIUM,Clerk#000000011,0,s ideas engage blithely slyly even deposits. furious
130443,521764,7417,O,296567.73,857347200.0,4-NOT SPECIFIED,Clerk#000000308,0,wake blithely alongside of the 
130444,521765,124954,F,171224.48,713491200.0,1-URGENT,Clerk#000000461,0, courts cajole furiously blithely bold deposi
130445,521766,72077,F,55600.49,779328000.0,4-NOT SPECIFIED,Clerk#000000634,0,theodolites. bold dependencies according to the blithely silent requests p
130446,521767,146951,O,151010.42,819936000.0,5-LOW,Clerk#000000871,0, across the furiously regular hockey players. ironic requests impress fluffily
130447,521792,44896,O,9889.16,869011200.0,3-MEDIUM,Clerk#000000011,0,"ronic packages are against the unusual, express deposits. bold a"
130448,521793,54200,O,184692.84,873244800.0,4-NOT SPECIFIED,Clerk#000000326,0,es cajole carefully furiously regular pinto beans. furiously even pint
130449,521794,130261,F,22922.46,761788800.0,4-NOT SPECIFIED,Clerk#000000324,0,s wake fluffily ironic dolphins. carefu
130450,521795,33683,O,78850.09,830822400.0,2-HIGH,Clerk#000000264,0, the pending accounts. furiously special packages are slyly! bl
130451,521796,147559,O,192610.78,868320000.0,4-NOT SPECIFIED,Clerk#000000562,0,t packages use closely brave
130452,521797,43996,O,273024.39,898041600.0,3-MEDIUM,Clerk#000000205,0,ely about the carefully q
130453,521798,81151,F,27807.9,791596800.0,4-NOT SPECIFIED,Clerk#000000965,0, even foxes. requests wake furiously ironic accounts. carefully pending pac
130454,521799,88054,F,85746.65,732844800.0,4-NOT SPECIFIED,Clerk#000000273,0,", regular packages snooze fluffily among the fluffily final attai"
130455,521824,145279,F,247313.54,770947200.0,1-URGENT,Clerk#000000911,0,ctions. carefully bol
130456,521825,147572,F,197383.33,725932800.0,1-URGENT,Clerk#000000426,0,ully brave pinto beans. blithely express dependencies sleep fl
130457,521826,132439,P,12487.83,795139200.0,1-URGENT,Clerk#000000750,0,"ts. slyly final accounts maintain fluffily. even, fin"
130458,521827,27173,O,153016.19,834364800.0,4-NOT SPECIFIED,Clerk#000000868,0,requests. furiously unusual deposits haggle quickly quickly reg
130459,521828,87601,F,236589.8,749520000.0,4-NOT SPECIFIED,Clerk#000000550,0,ackages. carefully pending accounts 
130460,521829,59524,O,62478.0,851040000.0,4-NOT SPECIFIED,Clerk#000000874,0, slyly unusual packages about the gifts integr
130461,521830,50611,O,228251.79,838512000.0,1-URGENT,Clerk#000000867,0,"ic, bold platelets. quickly even dolphins haggle about the i"
130462,521831,102488,O,211815.86,824515200.0,3-MEDIUM,Clerk#000000786,0,ully since the carefully regul
130463,521856,61973,O,253743.99,847756800.0,2-HIGH,Clerk#000000003,0,e pending asymptotes wake carefully unusual accounts. s
130464,521857,119498,F,193965.56,773625600.0,2-HIGH,Clerk#000000015,0, dolphins affix ironic deposi
130465,521858,43472,O,214514.84,885686400.0,4-NOT SPECIFIED,Clerk#000000117,0,unusual deposits boost daringly quickl
130466,521859,121726,F,147873.55,707097600.0,1-URGENT,Clerk#000000052,0,es integrate instructions. carefully enticing accounts 
130467,521860,118532,O,245171.27,873676800.0,4-NOT SPECIFIED,Clerk#000000010,0,brave ideas. blithely final requests integrate furiously ab
130468,521861,10873,F,178336.89,778032000.0,4-NOT SPECIFIED,Clerk#000000780,0,ions nod across the regular packages. furiou
130469,521862,25216,F,147888.82,740966400.0,2-HIGH,Clerk#000000483,0,ular deposits. pinto beans wake thinly. furiou
130470,521863,34678,F,267197.94,716774400.0,2-HIGH,Clerk#000000440,0,arefully ironic deposit
130471,521888,60629,O,106346.56,834019200.0,4-NOT SPECIFIED,Clerk#000000546,0, final instructions. e
130472,521889,29473,F,19309.13,793324800.0,2-HIGH,Clerk#000000859,0,ng accounts. furiously final p
130473,521890,33583,F,113389.68,771120000.0,2-HIGH,Clerk#000000003,0,"are blithely about the blithely final accounts. express, ironic th"
130474,521891,112006,F,186814.06,778291200.0,1-URGENT,Clerk#000000439,0, regular theodolites breach behind the clo
130475,521892,117601,O,196235.38,890352000.0,3-MEDIUM,Clerk#000000115,0, unusual ideas. carefully fina
130476,521893,109658,O,204924.15,860544000.0,4-NOT SPECIFIED,Clerk#000000472,0,iously according to th
130477,521894,115913,O,137808.49,826416000.0,2-HIGH,Clerk#000000914,0,y final accounts. carefully regular instructions 
130478,521895,94424,F,48739.96,768960000.0,2-HIGH,Clerk#000000526,0,"romise furiously. ironic, pending multipliers eat quickly even somas. expr"
130479,521920,118895,O,160497.58,823824000.0,1-URGENT,Clerk#000000601,0,s sleep blithely after the final accounts. special pains are carefully fin
130480,521921,111068,F,374272.38,787449600.0,5-LOW,Clerk#000000503,0,"e furiously silent ideas. slyly unusual requests use fluffily ironic, final d"
130481,521922,103228,O,313242.39,879552000.0,4-NOT SPECIFIED,Clerk#000000184,0,thely ironic deposits after the slyly bold deposits detect ironic theodol
130482,521923,41516,F,180903.55,728092800.0,1-URGENT,Clerk#000000511,0,y even theodolites believe
130483,521924,92768,O,112888.22,818035200.0,2-HIGH,Clerk#000000032,0,quests. slyly pending accounts haggle carefully ironic accounts. fur
130484,521925,40960,F,42415.73,699926400.0,2-HIGH,Clerk#000000756,0," final dependencies. furiously slow accounts cajole across the bold, bold pa"
130485,521926,55474,F,232827.82,751680000.0,4-NOT SPECIFIED,Clerk#000000258,0, accounts use carefully pending accounts. excuses detect 
130486,521927,76474,O,101767.1,834710400.0,2-HIGH,Clerk#000000296,0,eve regular deposits. slyly even packages haggle quickly pending req
130487,521952,81098,O,266120.96,829180800.0,3-MEDIUM,Clerk#000000869,0,ven requests sleep final accounts. furiousl
130488,521953,99344,P,255034.41,800496000.0,4-NOT SPECIFIED,Clerk#000000822,0,kages wake silent accounts. furiously regular requests haggle permanen
130489,521954,15091,O,65362.91,874713600.0,2-HIGH,Clerk#000000695,0,ions. pending asymptotes integrate slyly silent packages. furiou
130490,521955,133081,P,104461.03,797385600.0,1-URGENT,Clerk#000000035,0," blithely. ironic, bold requests are. carefully unus"
130491,521956,15211,O,306086.68,871344000.0,2-HIGH,Clerk#000000600,0,carefully regular accounts. furiously ironic foxes boo
130492,521957,29149,F,154205.54,718502400.0,4-NOT SPECIFIED,Clerk#000000974,0,ic ideas wake among the blithely regular pinto beans. slyly regular requests 
130493,521958,132272,F,11071.04,754617600.0,5-LOW,Clerk#000000740,0,"rays. final, regular accounts wake furiously slyly pendin"
130494,521959,95162,O,169356.63,804643200.0,1-URGENT,Clerk#000000538,0,"onic packages. silent, car"
130495,521984,73586,O,160863.69,883008000.0,1-URGENT,Clerk#000000907,0,ccording to the sometimes regular pearls nag bold asymp
130496,521985,5822,O,170478.41,853372800.0,5-LOW,Clerk#000000521,0,"refully express packages cajole furiously. even, enticin"
130497,521986,39356,O,248181.43,898041600.0,2-HIGH,Clerk#000000958,0,packages. slyly pendi
130498,521987,100567,O,222671.21,816134400.0,4-NOT SPECIFIED,Clerk#000000350,0,arefully express requests about the
130499,521988,28262,O,86571.87,838684800.0,2-HIGH,Clerk#000000240,0,ly along the fluffily silent instructions. p
130500,521989,89134,O,171038.63,838771200.0,2-HIGH,Clerk#000000373,0,sly ironic packages cajole quickly final dep
130501,521990,146480,O,170343.17,878342400.0,3-MEDIUM,Clerk#000000601,0, ironic pearls sleep slyly even accounts. enticing
130502,521991,73810,P,111883.06,795484800.0,1-URGENT,Clerk#000000442,0,nusual requests wake final requests. ironic acco
130503,522016,149707,O,74599.87,852854400.0,4-NOT SPECIFIED,Clerk#000000126,0,fully special instructions. slyly reg
130504,522017,7996,F,208735.99,749433600.0,4-NOT SPECIFIED,Clerk#000000208,0,l pearls. special sentiments hin
130505,522018,107335,O,44983.54,892512000.0,5-LOW,Clerk#000000873,0, ideas nag blithely
130506,522019,74570,F,251190.72,768355200.0,3-MEDIUM,Clerk#000000601,0,uriously regular attainments. furiously regu
130507,522020,36959,F,224047.42,770256000.0,4-NOT SPECIFIED,Clerk#000000370,0,into beans. carefully express instructions affix idly 
130508,522021,14525,F,121922.78,753148800.0,3-MEDIUM,Clerk#000000107,0,ronic deposits. pending hockey players ha
130509,522022,62779,O,134542.87,832377600.0,2-HIGH,Clerk#000000293,0,"ons about the slyly regular deposits haggle furiously final, silent ins"
130510,522023,6586,F,257164.97,722736000.0,3-MEDIUM,Clerk#000000589,0,ys wake quickly above the boldly special 
130511,522048,121063,O,95079.59,897868800.0,1-URGENT,Clerk#000000141,0,c dependencies. express p
130512,522049,78581,F,94279.89,738547200.0,5-LOW,Clerk#000000307,0,regular packages cajole. carefully regular packages nag quickly 
130513,522050,96376,O,51243.32,863913600.0,1-URGENT,Clerk#000000541,0,"nal, special deposits above the furious "
130514,522051,58033,F,187537.61,725068800.0,4-NOT SPECIFIED,Clerk#000000432,0,sits breach furiously 
130515,522052,45214,O,166130.68,898128000.0,1-URGENT,Clerk#000000388,0,nic packages against the asymptotes haggle stea
130516,522053,4147,O,129475.12,830476800.0,5-LOW,Clerk#000000838,0,structions poach slyly. regular pa
130517,522054,92018,O,293748.96,858729600.0,4-NOT SPECIFIED,Clerk#000000262,0,althy foxes cajole bl
130518,522055,43147,F,162143.31,696384000.0,4-NOT SPECIFIED,Clerk#000000284,0,odolites use blithely. blithely even 
130519,522080,67144,P,323136.73,796089600.0,4-NOT SPECIFIED,Clerk#000000134,0, players boost quickly according to t
130520,522081,12316,F,86948.51,756345600.0,2-HIGH,Clerk#000000377,0,"uickly brave requests. even, reg"
130521,522082,136054,F,220917.67,735696000.0,3-MEDIUM,Clerk#000000615,0,slyly even requests. carefully even requests use accordi
130522,522083,32692,F,163546.54,755395200.0,3-MEDIUM,Clerk#000000161,0,ges sleep after the bravely ironic excuses. blithely careful ins
130523,522084,134777,F,375181.76,753494400.0,2-HIGH,Clerk#000000961,0,"n, regular packages boost after the furiously unusual foxes. carefully"
130524,522085,30886,O,77418.44,895795200.0,5-LOW,Clerk#000000138,0,leep slyly across the quickly regular instructions. ironic 
130525,522086,71837,O,24047.1,881971200.0,2-HIGH,Clerk#000000223,0,le slyly. even packages boost furiously about the courts. carefully bold acco
130526,522087,12253,F,202566.73,778377600.0,5-LOW,Clerk#000000312,0,cial deposits? bold deposits haggle slyly slyly final requests. slyly fin
130527,522112,125395,F,190987.73,711158400.0,3-MEDIUM,Clerk#000000903,0,le blithely brave r
130528,522113,1529,F,236061.3,706060800.0,5-LOW,Clerk#000000533,0,y along the furiously regular ideas. foxes wake furiously bold requests
130529,522114,43553,F,59026.6,705110400.0,1-URGENT,Clerk#000000662,0,pending multipliers. ironic requests along 
130530,522115,140935,O,14996.27,820108800.0,2-HIGH,Clerk#000000300,0, unusual deposits c
130531,522116,11224,O,64725.06,885600000.0,2-HIGH,Clerk#000000626,0,ely even instructions detect fluffily. blithely even deposits cajole
130532,522117,64121,O,87317.69,901411200.0,2-HIGH,Clerk#000000859,0,ests cajole slyly about the deposit
130533,522118,67294,O,87973.28,848016000.0,1-URGENT,Clerk#000000068,0,"en requests? ironic, ironic"
130534,522119,127243,O,166199.26,878256000.0,5-LOW,Clerk#000000108,0,ackages wake fluffily above th
130535,522144,15202,F,91069.56,744076800.0,2-HIGH,Clerk#000000799,0, final accounts-- accounts are regularly carefully st
130536,522145,48047,O,351107.94,807148800.0,5-LOW,Clerk#000000377,0,ts will cajole of the furiously final warthogs. quickly close instruc
130537,522146,59899,O,360831.67,871862400.0,5-LOW,Clerk#000000911,0,"ironic, express ideas cajole. packages serve slyl"
130538,522147,61508,F,174567.09,696384000.0,4-NOT SPECIFIED,Clerk#000000960,0,xes haggle about the furiously regular sauternes. carefully f
130539,522148,110564,O,149181.53,826502400.0,4-NOT SPECIFIED,Clerk#000000971,0,e the special requests. quickly express asymptotes are furiously. furiou
130540,522149,38636,F,140654.72,763344000.0,2-HIGH,Clerk#000000015,0,cial dolphins. silent foxes at the platelets slee
130541,522150,149287,O,41692.27,820800000.0,3-MEDIUM,Clerk#000000576,0,l platelets maintain regularly above the carefully regular instructions. fu
130542,522151,144440,O,81023.32,900028800.0,3-MEDIUM,Clerk#000000497,0,uriously regular pinto beans. dar
130543,522176,145673,F,39003.96,700704000.0,4-NOT SPECIFIED,Clerk#000000880,0,hely even accounts. fluffily special accounts according to the
130544,522177,25216,O,370854.71,897177600.0,1-URGENT,Clerk#000000795,0,er the silent asymptotes use slyly ruthlessly ironic pa
130545,522178,22106,F,75217.43,748224000.0,1-URGENT,Clerk#000000916,0,nstructions are carefully. stealthil
130546,522179,134633,F,156474.82,768528000.0,4-NOT SPECIFIED,Clerk#000000419,0,ial foxes kindle carefully: asymptotes after the packages sleep boldly along
130547,522180,26204,O,24914.74,825033600.0,3-MEDIUM,Clerk#000000048,0,l epitaphs. fluffily bold 
130548,522181,149741,O,154851.16,831427200.0,4-NOT SPECIFIED,Clerk#000000733,0," beans. unusual, even packages cajole slyly"
130549,522182,131269,O,288942.73,820454400.0,4-NOT SPECIFIED,Clerk#000000902,0,al foxes. closely even sauternes cajole across the final f
